PersonID,Name,Age,Gender,Nationality,Joined,ClassDept,Type,Survived
1277,"LEADER, Dr Alice May",49,Female,American,Southampton,1st Class Passenger,1st Class,SAVED
1278,"LEADER, Mr Archibald",22,Male,Welsh,Southampton,Victualling Crew,Victualler,LOST
1279,"LEATHER, Mrs Elizabeth Mary",50,Female,English,Southampton,Victualling Crew,Victualler,SAVED
1280,"LEE, Mr Henry Reginald",29,Male,English,Southampton,Victualling Crew,Victualler,SAVED
1281,"LEE, Mr Herbert Henry",17,Male,English,Southampton,Engineering Crew,Engineer,LOST
1282,"LEE, Mr Reginald Robinson",41,Male,English,Southampton,Deck Crew,Deck Crew,SAVED
1283,"LEFEBVRE, Master Henry",5,Male,French,Southampton,3rd Class Passenger,3rd Class,LOST
1284,"LEFEBVRE, Miss Ida",3,Female,French,Southampton,3rd Class Passenger,3rd Class,LOST
1285,"LEFEBVRE, Miss Jeannie",8,Female,French,Southampton,3rd Class Passenger,3rd Class,LOST
1286,"LEFEBVRE, Miss Mathilde",12,Female,French,Southampton,3rd Class Passenger,3rd Class,LOST
1287,"LEFEBVRE, Mr Paul Georges",35,Male,"French, English",Southampton,Victualling Crew,Victualler,LOST
1288,"LEFEBVRE, Mrs Frances Marie",40,Female,French,Southampton,3rd Class Passenger,3rd Class,LOST
1289,"LEHMANN, Miss Bertha",17,Female,Swiss,Cherbourg,2nd Class Passenger,2nd Class,SAVED
1290,"LEINONEN, Mr Antti Gustaf",32,Male,Finnish,Southampton,3rd Class Passenger,3rd Class,LOST
1291,"LEITCH, Miss Jessie Wills",31,Female,Scottish,Southampton,2nd Class Passenger,2nd Class,SAVED
1292,"LEMORE, Mrs Amelia",39,Female,English,Southampton,2nd Class Passenger,2nd Class,SAVED
1293,"LENNON, Mr Denis",20,Male,Irish,Queenstown,3rd Class Passenger,3rd Class,LOST
1294,"LENOX-CONYNGHAM, Master Dennis Hugh",10,Male,,Southampton,1st Class Passenger Cross Channel Passenger,Cross Channel,
1295,"LENOX-CONYNGHAM, Miss Eileen",11,Female,Scottish,Southampton,1st Class Passenger Cross Channel Passenger,Cross Channel,
1296,"LENOX-CONYNGHAM, Miss Harriet Alice Katherine",34,Female,Scottish,Southampton,1st Class Passenger Cross Channel Passenger,Cross Channel,
1297,"LENOX-CONYNGHAM, Mrs Barbara Josephine",44,Female,English,Southampton,1st Class Passenger Cross Channel Passenger,Cross Channel,
1298,"LEONARD, Mr Matthew",25,Male,"American, Irish",Belfast,Victualling Crew,Victualler,LOST
1299,"LEROY, Miss Berthe",27,Female,French,Cherbourg,1st Class Passenger Servant,Servant,SAVED
1300,"LESTER, Mr James",41,Male,English,Southampton,3rd Class Passenger,3rd Class,LOST
1301,"LESUEUR, Mr Louis Gustave Joseph",35,Male,French,Cherbourg,1st Class Passenger Servant,Servant,SAVED
1302,"LEVETT, Mr George Alfred",25,Male,English,Belfast,Victualling Crew,Victualler,LOST
1303,"LEWIS, Mr Arthur Ernest Read",27,Male,English,Southampton,Victualling Crew,Victualler,SAVED
1304,"LEWIS, Mr James",40,Male,Irish,Belfast,Engineering Crew,Engineer,
1305,"LEWY, Mr Ervin G.",30,Male,American,Cherbourg,1st Class Passenger,1st Class,LOST
1306,"LEYSON, Mr Robert William Norman",25,Male,English,Southampton,2nd Class Passenger,2nd Class,LOST
1307,"LIEVENS, Mr René Aimé",24,Male,Belgian,Southampton,3rd Class Passenger,3rd Class,LOST
1308,"LIGHT, Mr Charles Edward",24,Male,English,Southampton,Victualling Crew,Victualler,LOST
1309,"LIGHT, Mr Christopher William",20,Male,English,Southampton,Engineering Crew,Engineer,LOST
1310,"LIGHT, Mr W.",47,Male,English,Southampton,Engineering Crew,Engineer,LOST
1311,"LIGHTOLLER, Mr Charles Herbert",38,Male,English,Belfast,Deck Crew Titanic Officers,Officer,SAVED
1312,"LIND, Mr Erik Gustaf",42,Male,Swedish,Southampton,1st Class Passenger,1st Class,LOST
1313,"LINDAHL, Miss Agda Thorilda Viktoria",25,Female,Swedish,Southampton,3rd Class Passenger,3rd Class,LOST
1314,"LINDBLOM, Miss Augusta Charlotta",45,Female,English,Southampton,3rd Class Passenger,3rd Class,LOST
1315,"LINDELL, Mr Edvard Bengtsson",36,Male,Swedish,Southampton,3rd Class Passenger,3rd Class,LOST
1316,"LINDELL, Mrs Elin Gerda",30,Female,Swedish,Southampton,3rd Class Passenger,3rd Class,LOST
1317,"LINDQVIST, Mr Eino William",20,Male,Finnish,Southampton,3rd Class Passenger,3rd Class,SAVED
1318,"LINDSAY, Mr William Charles",30,Male,English,Southampton,Engineering Crew,Engineer,SAVED
1319,"LINDSTRöM, Mrs Sigrid",55,Female,Swedish,Cherbourg,1st Class Passenger,1st Class,SAVED
1320,"LINEHAN, Mr Michael",21,Male,Irish,Queenstown,3rd Class Passenger,3rd Class,LOST
1321,"LINES, Miss Mary Conover",16,Female,American,Cherbourg,1st Class Passenger,1st Class,SAVED
1322,"LINES, Mrs Elizabeth Lindsey",50,Female,American,Cherbourg,1st Class Passenger,1st Class,SAVED
1323,"LING, Mr Lee",28,Male,"Hong Kongese, Chinese",Southampton,3rd Class Passenger,3rd Class,LOST
1324,"LINGANE, Mr John",61,Male,Irish,Queenstown,2nd Class Passenger,2nd Class,LOST
1325,"LINHART, Mr Wenzel",28,Male,"Bohemian, Czech",Southampton,3rd Class Passenger,3rd Class,LOST
1326,"LITTLE, Mr James",49,Male,Irish,Belfast,Engineering Crew,Engineer,
1327,"LITTLEJOHN, Mr Alexander James",40,Male,English,Belfast,Victualling Crew,Victualler,SAVED
1328,"LIVSHIN, Mr David",25,Male,Latvian,Southampton,3rd Class Passenger,3rd Class,LOST
1329,"LLOYD, Mr Humphrey",41,Male,English,Belfast,Victualling Crew,Victualler,LOST
1330,"LLOYD, Mr William",29,Male,English,Southampton,Engineering Crew Substitute Crew,Engineer,LOST
1331,"LOBB, Mr William Arthur",31,Male,"English,American",Southampton,3rd Class Passenger,3rd Class,LOST
1332,"LOBB, Mrs Cordelia",34,Female,"English,American",Southampton,3rd Class Passenger,3rd Class,LOST
1333,"LOCKE, Mr Albert George",33,Male,English,Southampton,Victualling Crew Substitute Crew,Victualler,LOST
1334,"LOCKYER, Mr Edward Thomas",19,Male,English,Southampton,3rd Class Passenger,3rd Class,LOST
1335,"LONG, Mr Frank",31,Male,English,Southampton,Engineering Crew,Engineer,LOST
1336,"LONG, Mr Milton Clyde",29,Male,American,Southampton,1st Class Passenger,1st Class,LOST
1337,"LONG, Mr William",36,Male,English,Southampton,Engineering Crew,Engineer,LOST
1338,"LONGLEY, Miss Gretchen Fiske",21,Female,American,Cherbourg,1st Class Passenger,1st Class,SAVED
1339,"LONGMUIR, Mr John Dickson",19,Male,English,Southampton,Victualling Crew,Victualler,LOST
1340,"LORING, Mr Joseph Holland",30,Male,American,Southampton,1st Class Passenger,1st Class,LOST
1341,"LOUCH, Mr Charles",50,Male,English,Southampton,2nd Class Passenger,2nd Class,LOST
1342,"LOUCH, Mrs Alice Adelaide",42,Female,English,Southampton,2nd Class Passenger,2nd Class,SAVED
1343,"LOUGHRAN, Mr Joseph",29,Male,Irish,Belfast,Engineering Crew,Engineer,
1344,"LOVELL, Mr John",37,Male,English,Southampton,Victualling Crew,Victualler,LOST
1345,"LOVELL, Mr John Hall",20,Male,English,Southampton,3rd Class Passenger,3rd Class,LOST
1346,"LOWE, Mr Harold Godfrey",29,Male,Welsh,Belfast,Deck Crew Titanic Officers,Officer,SAVED
1347,"LOWERY, Mr David",31,Male,Irish,Belfast,Engineering Crew,Engineer,
1348,"LUCAS, Mr William Arthur",25,Male,English,Southampton,Deck Crew,Deck Crew,SAVED
1349,"LUCAS, Mr William Watson",31,Male,English,Belfast,Victualling Crew,Victualler,SAVED
1350,"LULIć, Mr Nikola",29,Male,"Serbian, Croatian",Southampton,3rd Class Passenger,3rd Class,SAVED
1351,"LUNDAHL, Mr Johan Svensson",50,Male,Swedish,Southampton,3rd Class Passenger,3rd Class,LOST
1352,"LUNDIN, Miss Olga Elida",23,Female,Swedish,Southampton,3rd Class Passenger,3rd Class,SAVED
1353,"LUNDSTRöM, Mr Thure Edvin",32,Male,Swedish,Southampton,3rd Class Passenger,3rd Class,SAVED
1354,"LURETTE, Miss Eugénie Elise",59,Female,French,Cherbourg,1st Class Passenger Servant,Servant,SAVED
1355,"LYDIATT, Mr Charles",45,Male,English,Southampton,Victualling Crew,Victualler,LOST
1356,"LYMPEROPOULUS, Mr Panagiotis K.",30,Male,"French, Greek",Cherbourg,3rd Class Passenger,3rd Class,LOST
1357,"LYNTAKOFF, Mr Stanko",44,Male,Bulgarian,Southampton,3rd Class Passenger,3rd Class,LOST
1358,"LYONS, Mr William Henry",25,Male,Irish,Southampton,Deck Crew,Deck Crew,LOST
1359,"LYTLE, Mr Thomas",31,Male,Irish,Belfast,Engineering Crew,Engineer,
1360,"LYTTLE, Mr James",30,Male,Irish,Belfast,Engineering Crew,Engineer,
1361,"LéVY, Mr René Jacques",36,Male,French,Southampton,2nd Class Passenger,2nd Class,LOST
1362,"MABEY, Mr John Charles",23,Male,English,Southampton,Victualling Crew,Victualler,LOST
1363,"MACINTOSH, Mr Joseph",60,Male,Irish,Belfast,Deck Crew,Deck Crew,
1364,"MACK, Mrs Mary",57,Female,English,Southampton,2nd Class Passenger,2nd Class,LOST
1365,"MACKAY, Mr George William",20,Male,Scottish,Southampton,3rd Class Passenger,3rd Class,LOST
1366,"MACKIE, Mr George William",34,Male,English,Southampton,Victualling Crew,Victualler,LOST
1367,"MACKIE, Mr William Dickson",32,Male,Scottish,Belfast,Engineering Crew,Engineer,LOST
1368,"MADIGAN, Miss Margaret",21,Female,Irish,Queenstown,3rd Class Passenger,3rd Class,SAVED
1369,"MADILL, Miss Georgette Alexandra",16,Female,American,Southampton,1st Class Passenger,1st Class,SAVED
1370,"MADSEN, Mr Fridtjof Arne",24,Male,Norwegian,Southampton,3rd Class Passenger,3rd Class,SAVED
1371,"MAGILL, Mr John",37,Male,Irish,Belfast,Engineering Crew,Engineer,
1372,"MAGUIRE, Mr John Edward",30,Male,American,Southampton,1st Class Passenger,1st Class,LOST
1373,"MAHON, Miss Bridget Delia",20,Female,Irish,Queenstown,3rd Class Passenger,3rd Class,LOST
1374,"MAIONI, Miss Roberta Elizabeth Mary",20,Female,English,Southampton,1st Class Passenger Servant,Servant,SAVED
1375,"MAJOR, Mr Thomas Edgar",35,Male,English,Belfast,Victualling Crew,Victualler,LOST
1376,"MAJOR, Mr William James",32,Male,English,Southampton,Engineering Crew,Engineer,SAVED
1377,"MALACHARD, Mr Jean-Noël",25,Male,French,Cherbourg,2nd Class Passenger,2nd Class,LOST
1378,"MALLET, Master André Clement",1,Male,"French,Canadian",Cherbourg,2nd Class Passenger,2nd Class,SAVED
1379,"MALLET, Mr Albert Denis Pierre",45,Male,"French, Canadian",Cherbourg,2nd Class Passenger,2nd Class,LOST
1380,"MALLET, Mrs Antonine Marie",24,Female,French,Cherbourg,2nd Class Passenger,2nd Class,SAVED
1381,"MANGAN, Miss Mary",32,Female,Irish,Queenstown,3rd Class Passenger,3rd Class,LOST
1382,"MANGIAVACCHI, Mr Emilio Giovanni Andrea Onorato",47,Male,Italian,Cherbourg,2nd Class Passenger,2nd Class,LOST
1383,"MANLY, Mr A.",23,Male,English,Southampton,Victualling Crew Failed to Join Ship,Not Onboard,
1384,"MANN, Mr Joseph",26,Male,Irish,Belfast,Deck Crew,Deck Crew,
1385,"MANN, Mr Samuel",40,Male,Irish,Belfast,Engineering Crew,Engineer,
1386,"MANNION, Miss Margaret",28,Female,Irish,Queenstown,3rd Class Passenger,3rd Class,SAVED
1387,"MANTLE, Mr Roland Frederick",40,Male,English,Southampton,Victualling Crew,Victualler,LOST
1388,"MARCH, Mr John Starr",50,Male,American,Southampton,Victualling Crew Postal Clerk,Postal Clerk,LOST
1389,"MARDIROSIAN, Mr Sarkis",25,Male,"Armenian, American",Cherbourg,3rd Class Passenger,3rd Class,LOST
1390,"MARETT, Mr George John",26,Male,English,Southampton,Engineering Crew,Engineer,LOST
1391,"MARINKO, Mr Dmitri",23,Male,"Macedonian, Austrian",Southampton,3rd Class Passenger,3rd Class,LOST
1392,"MARKOFF, Mr Marin",35,Male,Bulgarian,Southampton,3rd Class Passenger,3rd Class,LOST
1393,"MARKS, Mr James",27,Male,Scottish,Southampton,Victualling Crew,Victualler,LOST
1394,"MARKUN, Mr Johann",33,Male,"Slovenian, Austrian",Cherbourg,3rd Class Passenger,3rd Class,LOST
1395,"MARRIOTT, Mr John William",21,Male,English,Southampton,Victualling Crew,Victualler,LOST
1396,"MARSDEN, Miss Evelyn",28,Female,Australian,Southampton,Victualling Crew,Victualler,SAVED
1397,"MARSH, Mr Frederick Charles",39,Male,English,Southampton,Engineering Crew,Engineer,LOST
1398,"MARTIN, Miss Mabel Elvina",20,Female,English,Southampton,Restaurant Staff,Restaurant Staff,SAVED
1399,"MARTIN, Mr John",33,Male,Irish,Belfast,Engineering Crew,Engineer,
1400,"MARTIN, Mrs Annie Martha",39,Female,Channel Islander,Southampton,Victualling Crew,Victualler,SAVED
1401,"MARVIN, Mr Daniel Warner",18,Male,American,Southampton,1st Class Passenger,1st Class,LOST
1402,"MARVIN, Mrs Mary Graham Carmichael",18,Female,"Scottish, American",Southampton,1st Class Passenger,1st Class,SAVED
1403,"MARéCHAL, Mr Pierre",29,Male,French,Cherbourg,1st Class Passenger,1st Class,SAVED
1404,"MASKELL, Mr Leopold Adolphus",25,Male,English,Southampton,Engineering Crew,Engineer,LOST
1405,"MASON, Mr Frank Archibald Robert",32,Male,English,Southampton,Engineering Crew,Engineer,SAVED
1406,"MASON, Mr J.",39,Male,English,Southampton,Engineering Crew,Engineer,LOST
1407,"MASSEY, Mr James",37,Male,Irish,Belfast,Engineering Crew,Engineer,
1408,"MATHERS, Mr John",24,Male,Irish,Belfast,Engineering Crew,Engineer,
1409,"MATHERSON, Mr David",33,Male,Scottish,Southampton,Deck Crew,Deck Crew,LOST
1410,"MATHIAS, Mr Montague Vincent",29,Male,Welsh,Southampton,Deck Crew,Deck Crew,LOST
1411,"MATINOFF, Mr Nicola",30,Male,Bulgarian,Cherbourg,3rd Class Passenger,3rd Class,LOST
1412,"MATTHEWS, Mr William John",23,Male,English,Southampton,2nd Class Passenger,2nd Class,LOST
1413,"MATTMANN, Mr Adolf",20,Male,Swiss,Southampton,Restaurant Staff,Restaurant Staff,LOST
1414,"MAUGé, Mr Paul Achille Maurice Germain",25,Male,French,Southampton,Restaurant Staff,Restaurant Staff,SAVED
1415,"MAWHINNEY, Mr John",57,Male,Irish,Belfast,Deck Crew,Deck Crew,
1416,"MAXWELL, Mr John",29,Male,English,Belfast,Deck Crew,Deck Crew,LOST
1417,"MAXWELL, Mr William",39,Male,Irish,Belfast,Engineering Crew,Engineer,
1418,"MAY, Mr Arthur William",22,Male,English,Southampton,Engineering Crew,Engineer,LOST
1419,"MAY, Mr Arthur William",59,Male,English,Southampton,Engineering Crew,Engineer,LOST
1420,"MAY, Mr Richard W.",,Male,,Southampton,1st Class Passenger Cross Channel Passenger,Cross Channel,
1421,"MAY, Mr Stanley",,Male,,Southampton,1st Class Passenger Cross Channel Passenger,Cross Channel,
1422,"MAYBERY, Mr Frank Hubert",36,Male,English,Southampton,2nd Class Passenger,2nd Class,LOST
1423,"MAYES, Mr William",29,Male,Irish,Belfast,Engineering Crew,Engineer,
1424,"MAYNARD, Mr Isaac Hiram",31,Male,English,Belfast,Victualling Crew,Victualler,SAVED
1425,"MAYNé, Mlle Berthe Antonine",24,Female,Belgian,Cherbourg,1st Class Passenger,1st Class,SAVED
1426,"MAYO, Mr William Peter",27,Male,English,Southampton,Engineering Crew,Engineer,LOST
1427,"MAYTUM, Mr Alfred",53,Male,English,Belfast,Victualling Crew,Victualler,LOST
1428,"MAYZES, Mr Thomas Jubilee",25,Male,English,Southampton,Engineering Crew,Engineer,SAVED
1429,"MCALLISTER, Mr Daniel",29,Male,Irish,Belfast,Engineering Crew,Engineer,
1430,"MCALLISTER, Mr Hugh",39,Male,Irish,Belfast,Engineering Crew,Engineer,
1431,"MCANDREW, Mr Thomas Patrick",38,Male,English,Southampton,Engineering Crew,Engineer,LOST
1432,"MCANDREWS, Mr William",23,Male,,Southampton,Engineering Crew,Engineer,LOST
1433,"MCANESPIE, Mr James",52,Male,Irish,Belfast,Deck Crew,Deck Crew,
1434,"MCARTHUR, Mr James",32,Male,Scottish,Belfast,Engineering Crew,Engineer,
1435,"MCATEER, Mr John",37,Male,Irish,Belfast,Engineering Crew,Engineer,
1436,"MCBARTY, Mr Thomas",,Male,Irish,Belfast,Engineering Crew,Engineer,
1437,"MCCAFFRY, Mr Thomas Francis",46,Male,Canadian,Southampton,1st Class Passenger,1st Class,LOST
1438,"MCCARRON, Mr David John",33,Male,Irish,Belfast,Engineering Crew,Engineer,
1439,"MCCARTHY, Miss Catherine",24,Female,Irish,Queenstown,3rd Class Passenger,3rd Class,SAVED
1440,"MCCARTHY, Mr Timothy John",54,Male,American,Southampton,1st Class Passenger,1st Class,LOST
1441,"MCCARTHY, Mr William",48,Male,Irish,Southampton,Deck Crew,Deck Crew,SAVED
1442,"MCCARTNEY, Mr John",49,Male,Irish,Belfast,Deck Crew,Deck Crew,
1443,"MCCARTY, Mr Frederick James",38,Male,English,Southampton,Victualling Crew,Victualler,LOST
1444,"MCCASTLIN, Mr William",28,Male,Canadian,Southampton,Engineering Crew,Engineer,LOST
1445,"MCCAWLEY, Mr Thomas W.",36,Male,Scottish,Belfast,Victualling Crew,Victualler,LOST
1446,"MCCORMACK, Mr Thomas Joseph",19,Male,Irish,Queenstown,3rd Class Passenger,3rd Class,SAVED
1447,"MCCOY, Miss Agnes",29,Female,Irish,Queenstown,3rd Class Passenger,3rd Class,SAVED
1448,"MCCOY, Miss Alice",26,Female,Irish,Queenstown,3rd Class Passenger,3rd Class,SAVED
1449,"MCCOY, Mr Bernard",24,Male,Irish,Queenstown,3rd Class Passenger,3rd Class,SAVED
1450,"MCCRAE, Mr Arthur Gordon",32,Male,Australian,Southampton,2nd Class Passenger,2nd Class,LOST
1451,"MCCRIE, Mr James Matthew",32,Male,Canadian,Southampton,2nd Class Passenger,2nd Class,LOST
1452,"MCDERMOTT, Miss Bridget Delia",31,Female,Irish,Queenstown,3rd Class Passenger,3rd Class,SAVED
1453,"MCDONALD, Mr Daniel",28,Male,Irish,Belfast,Engineering Crew,Engineer,
1454,"MCDONALD, Mr George",30,Male,Irish,Belfast,Engineering Crew,Engineer,
1455,"MCELROY, Mr Hugh Walter",37,Male,English,Southampton,Victualling Crew,Victualler,LOST
1456,"MCENTEE, Mr Charles Edward",40,Male,Irish,Belfast,Engineering Crew,Engineer,
1457,"MCERLEAN, Mr John",51,Male,Irish,Belfast,Engineering Crew,Engineer,
1458,"MCEVOY, Mr Michael",20,Male,Irish,Queenstown,3rd Class Passenger,3rd Class,LOST
1459,"MCGANN, Mr James",29,Male,English,Southampton,Engineering Crew,Engineer,SAVED
1460,"MCGARVEY, Mr Edward Joseph",34,Male,English,Southampton,Engineering Crew,Engineer,LOST
1461,"MCGAW, Mr Erroll Victor",30,Male,English,Southampton,Engineering Crew,Engineer,LOST
1462,"MCGAW, Mr Samuel",34,Male,Irish,Belfast,Engineering Crew,Engineer,
1463,"MCGEE, Mr Patrick",33,Male,Irish,Belfast,Engineering Crew,Engineer,
1464,"MCGEE, Mr Samuel",48,Male,Irish,Belfast,Engineering Crew,Engineer,
1465,"MCGILL, Mr Thomas",29,Male,Irish,Belfast,Engineering Crew,Engineer,
1466,"MCGIVERN, Mr Henry",41,Male,Irish,Belfast,Engineering Crew,Engineer,
1467,"MCGIVERN, Mr Thomas",43,Male,Irish,Belfast,Engineering Crew,Engineer,
1468,"MCGONIGAL, Mr William",55,Male,Irish,Belfast,Deck Crew,Deck Crew,
1469,"MCGOUGH, Mr Francis",25,Male,Irish,Belfast,Engineering Crew,Engineer,
1470,"MCGOUGH, Mr George Francis 'Paddy'",36,Male,Irish,Southampton,Deck Crew,Deck Crew,SAVED
1471,"MCGOUGH, Mr James Robert",35,Male,Irish,Southampton,1st Class Passenger,1st Class,SAVED
1472,"MCGOVERN, Miss Mary",20,Female,Irish,Queenstown,3rd Class Passenger,3rd Class,SAVED
1473,"MCGOWAN, Miss Anna Louise",17,Female,"American,Irish",Queenstown,3rd Class Passenger,3rd Class,SAVED
1474,"MCGOWAN, Miss Catherine",42,Female,Irish,Queenstown,3rd Class Passenger,3rd Class,LOST
1475,"MCGOWN, Mr Barney",43,Male,Irish,Belfast,Engineering Crew,Engineer,
1476,"MCGRADY, Mr James",27,Male,Irish,Southampton,Victualling Crew,Victualler,LOST
1477,"MCGREEVY, Mr Richard",25,Male,Irish,Belfast,Engineering Crew,Engineer,
1478,"MCGROGAN, Mr John",51,Male,Irish,Belfast,Engineering Crew,Engineer,
1479,"MCILROY, Mr Bernard",26,Male,Irish,Belfast,Engineering Crew,Engineer,
1480,"MCILROY, Mr James",45,Male,Irish,Belfast,Engineering Crew,Engineer,
1481,"MCILROY, Mr Robert David",24,Male,Irish,Belfast,Engineering Crew,Engineer,
1482,"MCILROY, Mr William",40,Male,Irish,Belfast,Engineering Crew,Engineer,
1483,"MCILWAINE, Mr James",25,Male,Irish,Belfast,Engineering Crew,Engineer,
1484,"MCINERNEY, Mr Thomas",38,Male,English,Southampton,Engineering Crew,Engineer,LOST
1485,"MCINTYRE, Mr William",21,Male,English,Southampton,Engineering Crew,Engineer,SAVED
1486,"MCKANE, Mr Peter Daniel",46,Male,Channel Islander,Southampton,2nd Class Passenger,2nd Class,LOST
1487,"MCKAY, Mr Charles Donald",30,Male,English,Belfast,Victualling Crew,Victualler,SAVED
1488,"MCKENNA, Mr Barney",32,Male,Irish,Belfast,Engineering Crew,Engineer,
1489,"MCKENNA, Mr Patrick",40,Male,Irish,Belfast,Deck Crew,Deck Crew,
1490,"MCKINNEY, Mr Peter",37,Male,Irish,Belfast,Engineering Crew,Engineer,
1491,"MCKINSTRY, Mr Charles Frederick",40,Male,Irish,Belfast,Engineering Crew,Engineer,
1492,"MCLAREN, Mrs Hypatia",42,Female,English,Southampton,Victualling Crew,Victualler,SAVED
1493,"MCMAHON, Mr Martin",19,Male,Irish,Queenstown,3rd Class Passenger,3rd Class,LOST
1494,"MCMICKEN, Mr Arthur",26,Male,English,Belfast,Victualling Crew,Victualler,SAVED
1495,"MCMICKEN, Mr Benjamin Tucker",21,Male,English,Belfast,Victualling Crew,Victualler,LOST
1496,"MCMILLEN, Mr Samuel",28,Male,Irish,Belfast,Engineering Crew,Engineer,
1497,"MCMILLEN, Mr Thomas",55,Male,Irish,Belfast,Engineering Crew,Engineer,
1498,"MCMILLEN, Mr William John",36,Male,Irish,Belfast,Engineering Crew,Engineer,
1499,"MCMULLAN, Mr Patrick",30,Male,Irish,Belfast,Engineering Crew,Engineer,
1500,"MCMULLAN, Mr Richard",19,Male,Irish,Belfast,Engineering Crew,Engineer,
1501,"MCMULLAN, Mr William",40,Male,Irish,Belfast,Engineering Crew,Engineer,
1502,"MCMULLIN, Mr John Richard",36,Male,English,Belfast,Victualling Crew,Victualler,LOST
1503,"MCMURRAY, Mr William",44,Male,English,Belfast,Victualling Crew,Victualler,LOST
1504,"MCNAMEE, Mr Neal",27,Male,Irish,Southampton,3rd Class Passenger,3rd Class,LOST
1505,"MCNAMEE, Mrs Eileen",19,Female,English,Southampton,3rd Class Passenger,3rd Class,LOST
1506,"MCNEILL, Miss Bridget",32,Female,Irish,Queenstown,3rd Class Passenger,3rd Class,LOST
1507,"MCQUILLAN, Mr William",26,Male,Irish,Belfast,Engineering Crew,Engineer,LOST
1508,"MCRAE, Mr William Alexander",32,Male,English,Southampton,Engineering Crew,Engineer,LOST
1509,"MCREYNOLDS, Mr William Thomas Carson",22,Male,Irish,Belfast,Engineering Crew,Engineer,LOST
1510,"MEANWELL, Mrs Marian",62,Female,English,Southampton,3rd Class Passenger,3rd Class,LOST
1511,"MECHAN, Mr William",38,Male,Irish,Belfast,Engineering Crew,Engineer,
1512,"MEEHAN, Mr John",22,Male,Irish,Queenstown,3rd Class Passenger,3rd Class,LOST
1513,"MEEK, Mrs Annie Louisa",32,Female,English,Southampton,3rd Class Passenger,3rd Class,LOST
1514,"MEISNERE, Mr Simon",34,Male,Russian,Southampton,3rd Class Passenger,3rd Class,LOST
1515,"MELLINGER, Miss Violet Madeline",13,Female,English,Southampton,2nd Class Passenger,2nd Class,SAVED
1516,"MELLINGER, Mrs Elizabeth Anne",42,Female,English,Southampton,2nd Class Passenger,2nd Class,SAVED
1517,"MELLOR, Mr Arthur",34,Male,,Southampton,Victualling Crew,Victualler,LOST
1518,"MELLORS, Mr William John",19,Male,English,Southampton,2nd Class Passenger,2nd Class,SAVED
1519,"MEO (MARTINO), Mr Alfonzo",48,Male,Italian,Southampton,3rd Class Passenger,3rd Class,LOST
1520,"MERNAGH, Mr Robert",28,Male,Irish,Queenstown,3rd Class Passenger,3rd Class,LOST
1521,"MEWE, Mr W. J.",35,Male,,Southampton,Victualling Crew Failed to Join Ship,Not Onboard,
1522,"MEYER, Mr August",31,Male,"German, English",Southampton,2nd Class Passenger,2nd Class,LOST
1523,"MEYER, Mr Edgar Joseph",28,Male,American,Cherbourg,1st Class Passenger,1st Class,LOST
1524,"MEYER, Mrs Leila",25,Female,American,Cherbourg,1st Class Passenger,1st Class,SAVED
1525,"MIDDLETON, Mr Alfred Pirrie",27,Male,Irish,Belfast,Engineering Crew,Engineer,LOST
1526,"MIDDLETON, Mr Mark Victor",24,Male,English,Southampton,Victualling Crew,Victualler,LOST
1527,"MIDTSJø, Mr Karl Albert",21,Male,Norwegian,Southampton,3rd Class Passenger,3rd Class,SAVED
1528,"MIHOFF, Mr Stoytcho",28,Male,Bulgarian,Southampton,3rd Class Passenger,3rd Class,LOST
1529,"MILES, Mr Frank",23,Male,English,Southampton,3rd Class Passenger,3rd Class,LOST
1530,"MILFORD, Mr Daniel",22,Male,Irish,Belfast,Deck Crew,Deck Crew,
1531,"MILFORD, Mr George",27,Male,English,Southampton,Engineering Crew,Engineer,LOST
1532,"MILLAR, Mr Robert",26,Male,Scottish,Belfast,Engineering Crew,Engineer,LOST
1533,"MILLAR, Mr Thomas",32,Male,Irish,Belfast,Engineering Crew,Engineer,LOST
1534,"MILLER, Mr William Middleton",28,Male,Irish,Belfast,Engineering Crew,Engineer,
1535,"MILLET, Mr Francis Davis",65,Male,American,Cherbourg,1st Class Passenger,1st Class,LOST
1536,"MILLING, Mr Jacob Christian",48,Male,Danish,Southampton,2nd Class Passenger,2nd Class,LOST
1537,"MILLS, Mr Christopher",51,Male,English,Southampton,Victualling Crew,Victualler,SAVED
1538,"MINAHAN, Dr William Edward",44,Male,American,Queenstown,1st Class Passenger,1st Class,LOST
1539,"MINAHAN, Miss Ida Daisy",33,Female,American,Queenstown,1st Class Passenger,1st Class,SAVED
1540,"MINAHAN, Mrs Lillian Mae",37,Female,American,Queenstown,1st Class Passenger,1st Class,SAVED
1541,"MINEFF, Mr Ivan",24,Male,Bulgarian,Southampton,3rd Class Passenger,3rd Class,LOST
1542,"MINKOFF, Mr Lazar",21,Male,Bulgarian,Southampton,3rd Class Passenger,3rd Class,LOST
1543,"MINTRAM, Mr William",46,Male,English,Southampton,Engineering Crew,Engineer,LOST
1544,"MISH'ALāNī, Mr Ibrāhīm Mansūr",53,Male,Syrian,Belfast,Victualling Crew,Victualler,LOST
1545,"MITCHELL, Mr Henry Michael",71,Male,English,Southampton,2nd Class Passenger,2nd Class,LOST
1546,"MITCHELL, Mr Lorenzo Horace",19,Male,English,Southampton,Engineering Crew,Engineer,LOST
