Titanic Passengers and Crew Complete List,,,,,,,,,,,,,,,
Name,Born,Died,Age,Gender,Class/Dept,Ticket,Fare,Cabin,Joined,Occupation,Survived?,Boat,Body,Nationality,URL
"BANNON, Mr John Joseph",1877,1912,34,Male,Engineering Crew,,,,Southampton,Greaser,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/john-bannon.html
"BARBARA, Miss Saiide",1894,1912,18,Female,3rd Class Passenger,2691,£14             9s             1d,,Cherbourg,Housekeeper,LOST,,,Syrian,https://www.encyclopedia-titanica.org/titanic-victim/saiide-barbara.html
"BARBARA, Mrs Catherine David",1867,1912,45,Female,3rd Class Passenger,2691,£14             9s             1d,,Cherbourg,Housekeeper,LOST,,,Syrian,https://www.encyclopedia-titanica.org/titanic-victim/catherine-david-barbara.html
"BARBER, Miss Ellen Mary",1885,1963,26,Female,1st Class Passenger Servant,19877,£78             17s,,Southampton,Personal Maid,SAVED,6,,English,https://www.encyclopedia-titanica.org/titanic-survivor/ellen-nellie-barber.html
"BARKER, Mr Albert Vale",1893,1912,19,Male,Victualling Crew,,,,Southampton,Baker,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/albert-vale-barker.html
"BARKER, Mr Ernest Thomas",1871,1912,40,Male,Victualling Crew,,,,Southampton,Saloon Steward (1st class),LOST,,159,English,https://www.encyclopedia-titanica.org/titanic-victim/ernest-barker.html
"BARKER, Mr George",1856,,56,Male,Engineering Crew,,,,Belfast,Storekeeper,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/george-barker.html
"BARKER, Mr George",1866,,46,Male,Deck Crew,,,,Belfast,Able Seaman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/able-seaman-george-barker.html
"BARKER, Mr Reginald Lomond",1870,1912,42,Male,Victualling Crew,,,,Belfast,"Second Purser, 1st Class",LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/reginald-lomond-barker.html
"BARKER, Mr Stokes",1886,,26,Male,Engineering Crew,,,,Belfast,Leading Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/stokes-barker.html
"BARKLEY, Mr Robert",1873,,39,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/robert-barkley.html
"BARKWORTH, Mr Algernon Henry",1864,1945,47,Male,1st Class Passenger,27042,£30.00,A23,Southampton,Justice of the Peace,SAVED,B,,English,https://www.encyclopedia-titanica.org/titanic-survivor/algernon-barkworth.html
"BARLOW, Mr Charles Henry",1881,1912,30,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/charles-barlow.html
"BARLOW, Mr George",1872,1912,39,Male,Victualling Crew,,,,Southampton,Bed Room Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/george-barlow.html
"BARNES, Mr Charles",1883,1912,29,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/charles-barnes.html
"BARNES, Mr Frederick Charles",1872,1912,40,Male,Victualling Crew,,,,Southampton,Assistant baker,LOST,,26,English,https://www.encyclopedia-titanica.org/titanic-victim/baker-frederick-barnes.html
"BARNES, Mr John",1872,1912,39,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/john-barnes.html
"BARNES, Mr William John",1875,1927,36,Male,Engineering Crew,,,,Belfast,Leading Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/william-barnes.html
"BARRATT, Mr Arthur",1896,1912,16,Male,Victualling Crew,,,,Southampton,Bell Boy,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/arthur-barratt.html
"BARRETT, Mr Frederick William",1883,1931,29,Male,Engineering Crew,,,,Southampton,Leading Fireman,SAVED,13,,English,https://www.encyclopedia-titanica.org/titanic-survivor/frederick-barrett.html
"BARRETT, Mr Frederick William",1879,1912,33,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/frederick-william-barrett.html
"BARRINGER, Mr Arthur William",1878,1912,34,Male,Victualling Crew,,,,Belfast,Saloon Steward (1st class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/arthur-william-barringer.html
"BARROW, Mr Charles Henry John",1876,1912,35,Male,Victualling Crew,,,,Southampton,Assistant butcher,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/harry-barrow.html
"BARROWS, Mr Edward William Peter",1879,1912,32,Male,Victualling Crew,,,,Southampton,Saloon Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/william-barrows.html
"BARRY, Miss Julia",1881,1912,30,Female,3rd Class Passenger,330844,£7             17s             7d,,Queenstown,Housekeeper,LOST,,,"Irish,American",https://www.encyclopedia-titanica.org/titanic-victim/julia-barry.html
"BARRY, Mr James",1881,,31,Male,Engineering Crew,,,,Belfast,Trimmer,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/james-barry.html
"BARTLEY, Mr Robert",1880,,32,Male,Engineering Crew,,,,Belfast,Trimmer,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/robert-bartley.html
"BARTLEY, Mr Thomas",1876,1957,35,Male,Victualling Crew,,,,Belfast,Room Attendent,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/thomas-bartley.html
"BARTON, Mr David John",1890,1912,22,Male,3rd Class Passenger,324669,£8             1s,,Southampton,General Labourer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/david-john-barton.html
"BARTON, Mr Sidney John",1886,1912,26,Male,Victualling Crew,,,,Southampton,3rd Class Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/sidney-john-barton.html
"BASILICO, Sig. Giovanni",1885,1912,27,Male,Restaurant Staff,,,,Southampton,Waiter,LOST,,,Italian,https://www.encyclopedia-titanica.org/titanic-victim/giovanni-basilico.html
"BASSANI, Mrs Albina",1880,1960,31,Female,1st Class Passenger Servant,11813,£76             5s             10d,D15,Cherbourg,Personal Maid,SAVED,8,,Italian,https://www.encyclopedia-titanica.org/titanic-survivor/albina-bazzani.html
"BATEMAN, Revd Robert James",1859,1912,52,Male,2nd Class Passenger,1166,£12             10s             6d,,Southampton,Priest / Minister,LOST,,174,English,https://www.encyclopedia-titanica.org/titanic-victim/robert-james-bateman.html
"BATOSHEV, Mr Hristo Lalev",1889,1912,23,Male,3rd Class Passenger,349217,£7             17s             11d,,Southampton,General Labourer,LOST,,,Bulgarian,https://www.encyclopedia-titanica.org/titanic-victim/hristo-lalev-batoshev.html
"BAUMANN, Mr John David",1864,1912,48,Male,1st Class Passenger,17318,£25             18s             6d,,Cherbourg,Businessman,LOST,,,American,https://www.encyclopedia-titanica.org/titanic-victim/john-d-baumann.html
"BAXTER, Mr Harry Ross",1858,1912,53,Male,Victualling Crew,,,,Southampton,3rd Class Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/harry-ross-baxter.html
"BAXTER, Mr Quigg Edmond",1887,1912,24,Male,1st Class Passenger,17558,£247             10s             5d,B58/60,Cherbourg,,LOST,,,Canadian,https://www.encyclopedia-titanica.org/titanic-victim/quigg-baxter.html
"BAXTER, Mr Thomas Ferguson",1856,1912,55,Male,Victualling Crew,,,,Southampton,Linen Steward (1st class),LOST,,235,Scottish,https://www.encyclopedia-titanica.org/titanic-victim/thomas-ferguson-baxter.html
"BAXTER, Mrs Hélène",1862,1923,50,Female,1st Class Passenger,17558,£247             10s             5d,B58/60,Cherbourg,,SAVED,6,,Canadian,https://www.encyclopedia-titanica.org/titanic-survivor/helene-baxter.html
"BAZZI, Sig. Narciso",1878,1912,33,Male,Restaurant Staff,,,,Southampton,Waiter,LOST,,,Swiss,https://www.encyclopedia-titanica.org/titanic-victim/narciso-bazzi.html
"BAZZī, Mr Rashīd Al-Hāj 'Adb al-Husayn",1882,1912,30,Male,3rd Class Passenger,2629,£7             4s             7d,,Cherbourg,,LOST,,,Syrian,https://www.encyclopedia-titanica.org/titanic-victim/raihed-razi.html
"BEANE, Mr Edward",1879,1948,32,Male,2nd Class Passenger,2908,£26.00,,Southampton,,SAVED,9,,English,https://www.encyclopedia-titanica.org/titanic-survivor/edward-beane.html
"BEANE, Mrs Ethel Louisa",1889,1983,22,Female,2nd Class Passenger,2908,£26.00,,Southampton,,SAVED,9,,English,https://www.encyclopedia-titanica.org/titanic-survivor/ethel-beane.html
"BEATTIE, Mr Francis",1873,1943,39,Male,Engineering Crew,,,,Belfast,Trimmer,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/francis-beattie.html
"BEATTIE, Mr Joseph John",1871,1912,40,Male,Engineering Crew,,,,Belfast,Greaser,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/joseph-beattie.html
"BEATTIE, Mr Thomson",1875,1912,36,Male,1st Class Passenger,13050,£75             4s             10d,,Southampton,Landowner,LOST,A,331,Canadian,https://www.encyclopedia-titanica.org/titanic-victim/thomson-beattie.html
"BEAUCHAMP, Mr George William",1888,1965,24,Male,Engineering Crew,,,,Southampton,Fireman,SAVED,13,,English,https://www.encyclopedia-titanica.org/titanic-survivor/george-william-beauchamp.html
"BEAUCHAMP, Mr Henry James",1868,1912,43,Male,2nd Class Passenger,244358,£26.00,,Southampton,Club Head Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/henry-james-beauchamp.html
"BEAVAN, Mr William Thomas",1892,1912,20,Male,3rd Class Passenger,323951,£8             1s,,Southampton,General Labourer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/william-thomas-beavan.html
"BECKER, Master Richard F.",1910,1975,1,Male,2nd Class Passenger,230136,£39.00,F8,Southampton,,SAVED,11,,American,https://www.encyclopedia-titanica.org/titanic-survivor/richard-becker.html
"BECKER, Miss Marion Louise",1907,1944,4,Female,2nd Class Passenger,230136,£39.00,F8,Southampton,,SAVED,11,,American,https://www.encyclopedia-titanica.org/titanic-survivor/marion-louise-becker.html
"BECKER, Miss Ruth Elizabeth",1899,1990,12,Female,2nd Class Passenger,230136,£39.00,F8,Southampton,,SAVED,13,,American,https://www.encyclopedia-titanica.org/titanic-survivor/ruth-elizabeth-becker.html
"BECKER, Mrs Nellie E.",1876,1961,35,Female,2nd Class Passenger,230136,£39.00,F8,Southampton,,SAVED,11,,American,https://www.encyclopedia-titanica.org/titanic-survivor/nellie-becker.html
"BECKWITH, Mr Richard Leonard",1874,1933,37,Male,1st Class Passenger,11751,£52             11s             1d,D35,Southampton,Realtor,SAVED,5,,American,https://www.encyclopedia-titanica.org/titanic-survivor/richard-leonard-beckwith.html
"BECKWITH, Mrs Sarah Maybell",1865,1955,46,Female,1st Class Passenger,11751,£52             11s             1d,D35,Southampton,,SAVED,5,,American,https://www.encyclopedia-titanica.org/titanic-survivor/sallie-beckwith.html
"BEDFORD, Mr William Barnett",1880,1912,31,Male,Victualling Crew,,,,Southampton,Assistant Roast Cook,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/william-barnet-bedford.html
"BEEDEM, Mr George Arthur",1877,1912,35,Male,Victualling Crew,,,,Southampton,2nd Class Bedroom Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/george-arthur-beedem.html
"BEERE, Mr William",1893,1912,19,Male,Victualling Crew,,,,Southampton,Kitchen Porter,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/william-beere.html
"BEESLEY, Mr Lawrence",1877,1967,34,Male,2nd Class Passenger,248698,£13.00,D56,Southampton,Teacher,SAVED,13,,English,https://www.encyclopedia-titanica.org/titanic-survivor/lawrence-beesley.html
"BEHR, Mr Karl Howell",1885,1949,26,Male,1st Class Passenger,111369,£30.00,C148,Cherbourg,,SAVED,5,,American,https://www.encyclopedia-titanica.org/titanic-survivor/karl-howell-behr.html
"BELL, Mr Joseph",1861,1912,51,Male,Engineering Crew,,,,Belfast,Chief Engineer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/joseph-bell.html
"BENDELL, Mr Frank",1888,1912,23,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/f-bendell.html
"BENGTSSON, Mr Jan Viktor",1885,1912,26,Male,3rd Class Passenger,347068,£7             15s             6d,,Southampton,General Labourer,LOST,,,Swedish,https://www.encyclopedia-titanica.org/titanic-victim/johan-viktor-bengtsson.html
"BENHAM, Mr Fred John",1882,1912,30,Male,Victualling Crew,,,,Southampton,Saloon Steward (2nd class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/frederick-benham.html
"BENNETT, Mr George Alfred",1881,1912,30,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/george-alfred-bennett.html
"BENNETT, Mrs Mabel Kate",1878,1974,33,Female,Victualling Crew,,,,Southampton,Stewardess,SAVED,5,,English,https://www.encyclopedia-titanica.org/titanic-survivor/mabel-bennett.html
"BENSON, Mr James",1862,,50,Male,Deck Crew,,,,Belfast,Able Seaman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/james-benson.html
"BENSON, Mr John",1886,,26,Male,Deck Crew,,,,Belfast,Able Seaman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/john-benson.html
"BENSON, Mr William",1887,1967,25,Male,Engineering Crew,,,,Belfast,Trimmer,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/william-benson.html
"BENTHAM, Miss Lillian Winifred",1892,1977,19,Female,2nd Class Passenger,28404,£13.00,,Southampton,,SAVED,12,,American,https://www.encyclopedia-titanica.org/titanic-survivor/lillian-bentham.html
"BENVILLE, Mr Edward",1864,1912,47,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/e-benville.html
"BERGLUND, Mr Karl Ivar Sven",1890,1912,22,Male,3rd Class Passenger,4348,£9             7s,,Southampton,General Labourer,LOST,,,Finnish,https://www.encyclopedia-titanica.org/titanic-victim/karl-ivar-sven-berglund.html
"BERNARDI, Sig. Battista",1890,1912,22,Male,Restaurant Staff,,,,Southampton,Assistant Waiter,LOST,,215,Italian,https://www.encyclopedia-titanica.org/titanic-victim/battista-bernardi.html
"BERRIMAN, Mr William John",1889,1912,23,Male,2nd Class Passenger,28425,£13.00,,Southampton,,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/william-john-berriman.html
"BESSANT, Mr Edward",1880,1912,31,Male,Victualling Crew,,,,Southampton,1st class baggage steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/edward-bessant.html
"BESSANT, Mr William Edward Lowe",1871,1912,40,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/william-edward-bessant.html
"BESSETTE, Miss Nellie Mayo",1872,1944,39,Female,1st Class Passenger Servant,17760,£63             7s             2d,C99,Cherbourg,Personal Maid,SAVED,8,,American,https://www.encyclopedia-titanica.org/titanic-survivor/nellie-bessette.html
"BEST, Mr Edwin Alfred",1872,1912,40,Male,Victualling Crew,,,,Belfast,Saloon Steward (1st class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/edwin-alfred-best.html
"BEUX, Mr David",1886,1912,25,Male,Restaurant Staff,,,,Southampton,Assistant Waiter,LOST,,,Italian,https://www.encyclopedia-titanica.org/titanic-victim/david-beux.html
"BEVIS, Mr Joseph Henry",1890,1912,22,Male,Engineering Crew,,,,Southampton,Trimmer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/joseph-henry-bevis.html
"BIDDLECOMBE, Mr Reginald Charles",1880,1912,31,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/charles-biddlecombe.html
"BIDOIS, Miss Rosalie",1865,1938,46,Female,1st Class Passenger Servant,17757,£247             10s             6d,,Cherbourg,Personal Maid,SAVED,4,,Channel Islander,https://www.encyclopedia-titanica.org/titanic-survivor/rosalie-bidois.html
"BIGGS, Mr Edward Charles",1891,1912,20,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/edward-charles-biggs.html
"BILLOWS, Mr James",1892,1912,20,Male,Engineering Crew,,,,Southampton,Trimmer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/j-billow.html
"BING, Mr Lee",1880,,32,Male,3rd Class Passenger,1601,£56             9s             11d,,Southampton,Seaman,SAVED,,,Hong Kongese,https://www.encyclopedia-titanica.org/titanic-survivor/lee-bing.html
"BINSTEAD, Mr Walter William",1891,1959,20,Male,Engineering Crew,,,,Southampton,Trimmer,SAVED,3,,English,https://www.encyclopedia-titanica.org/titanic-survivor/walter-binstead.html
"BIRD, Miss Ellen",1881,1949,31,Female,1st Class Passenger Servant,17483,£221             15s             7d,C97,Southampton,Personal Maid,SAVED,8,,English,https://www.encyclopedia-titanica.org/titanic-survivor/ellen-bird.html
"BIRKELAND, Mr Hans Martin Monsen",1890,1912,21,Male,3rd Class Passenger,312992,£7             15s             6d,,Southampton,Seaman,LOST,,,Norwegian,https://www.encyclopedia-titanica.org/titanic-victim/hans-martin-monsen-birkeland.html
"BIRNBAUM, Mr Jakob",1887,1912,24,Male,1st Class Passenger,13905,£26.00,,Cherbourg,Diamond Dealer,LOST,,148,Polish,https://www.encyclopedia-titanica.org/titanic-victim/jakob-birnbaum.html
"BISHOP, Mr Dickinson H.",1887,1961,25,Male,1st Class Passenger,11967,£91             1s             7d,B49,Cherbourg,,SAVED,7,,American,https://www.encyclopedia-titanica.org/titanic-survivor/dickinson-bishop.html
"BISHOP, Mr Walter Alexander",1878,1912,34,Male,Victualling Crew,,,,Belfast,1st Class Bedroom Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/walter-alexander-bishop.html
"BISHOP, Mrs Helen Margaret",1892,1916,19,Female,1st Class Passenger,11967,£91             1s             7d,B49,Cherbourg,,SAVED,7,,American,https://www.encyclopedia-titanica.org/titanic-survivor/helen-bishop.html
"BITTLE, Mr Robert",1866,1922,46,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/robert-bittle.html
"BIéTRIX, Mr George Baptiste",1883,1912,28,Male,Restaurant Staff,,,,Southampton,Cook,LOST,,,French,https://www.encyclopedia-titanica.org/titanic-victim/george-baptiste-bietrix.html
"BJöRKLUND, Mr Ernst Heribert",1894,1912,18,Male,3rd Class Passenger,347090,£7             15s,,Southampton,General Labourer,LOST,,,Swedish,https://www.encyclopedia-titanica.org/titanic-victim/ernst-herbert-bjorklund.html
"BJöRNSTRöM-STEFFANSSON, Mr Mauritz Håkan",1883,1962,28,Male,1st Class Passenger,110564,£26             11s,C52 ?,Southampton,Businessman,SAVED,D,,Swedish,https://www.encyclopedia-titanica.org/titanic-survivor/mauritz-hakan-bjornstrom-steffansson.html
"BLACK, Mr Alexander",1884,1912,28,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/alexander-black.html
"BLACK, Mr D.",1871,1912,41,Male,Engineering Crew Substitute Crew,,,,Southampton,Fireman,LOST,,,Scottish,https://www.encyclopedia-titanica.org/titanic-victim/d-black.html
"BLACK, Mr James",1874,,38,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/james-black.html
"BLACKMAN, Mr Albert Edward",1889,1912,23,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/h-blackman.html
